Model,MSO2024
Firmware Version,1.39

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.2
Label,,
TIME,CH1,CH2
-4.27909e-05,0,-0.00799999
-4.27899e-05,0.008,7.62939e-09
-4.27889e-05,0,-0.00799999
-4.27879e-05,0,7.62939e-09
-4.27869e-05,0,-0.00799999
-4.27859e-05,0.008,7.62939e-09
-4.27849e-05,0,-0.00799999
-4.27839e-05,0.008,7.62939e-09
-4.27829e-05,0.008,-0.00799999
-4.27819e-05,0.008,7.62939e-09
-4.27809e-05,0.008,-0.00799999
-4.27799e-05,0.008,7.62939e-09
-4.27789e-05,0.008,-0.00799999
-4.27779e-05,0.008,7.62939e-09
-4.27769e-05,0.008,-0.00799999
-4.27759e-05,0.008,7.62939e-09
-4.27749e-05,0.008,-0.00799999
-4.27739e-05,0.008,7.62939e-09
-4.27729e-05,0.008,-0.00799999
-4.27719e-05,0.008,-0.00799999
-4.27709e-05,0.008,-0.00799999
-4.27699e-05,0.008,-0.00799999
-4.27689e-05,0.008,-0.00799999
-4.27679e-05,0.008,7.62939e-09
-4.27669e-05,0.008,-0.00799999
-4.27659e-05,0.008,7.62939e-09
-4.27649e-05,0.008,-0.00799999
-4.27639e-05,0.008,-0.00799999
-4.27629e-05,0.008,-0.00799999
-4.27619e-05,0.008,-0.00799999
-4.27609e-05,0.008,-0.00799999
-4.27599e-05,0.008,7.62939e-09
-4.27589e-05,0.008,-0.00799999
-4.27579e-05,0.008,7.62939e-09
-4.27569e-05,0.008,-0.00799999
-4.27559e-05,0.008,7.62939e-09
-4.27549e-05,0.008,-0.00799999
-4.27539e-05,0.008,7.62939e-09
-4.27529e-05,0.008,-0.00799999
-4.27519e-05,0.008,7.62939e-09
-4.27509e-05,0.008,-0.00799999
-4.27499e-05,0.008,7.62939e-09
-4.27489e-05,0.008,-0.00799999
-4.27479e-05,0.008,-0.00799999
-4.27469e-05,0.008,-0.00799999
-4.27459e-05,0.008,-0.00799999
-4.27449e-05,0.008,-0.00799999
-4.27439e-05,0.008,7.62939e-09
-4.27429e-05,0.008,-0.00799999
-4.27419e-05,0.008,7.62939e-09
-4.27409e-05,0.008,-0.00799999
-4.27399e-05,0.008,7.62939e-09
-4.27389e-05,0.008,-0.00799999
-4.27379e-05,0.008,7.62939e-09
-4.27369e-05,0.008,-0.00799999
-4.27359e-05,0.008,-0.00799999
-4.27349e-05,0.008,-0.00799999
-4.27339e-05,0.008,-0.00799999
-4.27329e-05,0.008,-0.00799999
-4.27319e-05,0.008,7.62939e-09
-4.27309e-05,0.008,-0.00799999
-4.27299e-05,0.008,7.62939e-09
-4.27289e-05,0.008,-0.00799999
-4.27279e-05,0.008,7.62939e-09
-4.27269e-05,0.008,-0.00799999
-4.27259e-05,0.008,7.62939e-09
-4.27249e-05,0.008,-0.00799999
-4.27239e-05,0.008,7.62939e-09
-4.27229e-05,0.008,-0.00799999
-4.27219e-05,0.008,7.62939e-09
-4.27209e-05,0.008,-0.00799999
-4.27199e-05,0.008,7.62939e-09
-4.27189e-05,0,-0.00799999
-4.27179e-05,0.008,7.62939e-09
-4.27169e-05,0.008,-0.00799999
-4.27159e-05,0.008,7.62939e-09
-4.27149e-05,0.008,-0.00799999
-4.27139e-05,0.008,7.62939e-09
-4.27129e-05,0.008,-0.00799999
-4.27119e-05,0.008,7.62939e-09
-4.27109e-05,0.008,-0.00799999
-4.27099e-05,0.008,7.62939e-09
-4.27089e-05,0.008,-0.00799999
-4.27079e-05,0.008,7.62939e-09
-4.27069e-05,0.008,-0.00799999
-4.27059e-05,0.008,7.62939e-09
-4.27049e-05,0.008,-0.00799999
-4.27039e-05,0.008,-0.00799999
-4.27029e-05,0.008,-0.00799999
-4.27019e-05,0.008,-0.00799999
-4.27009e-05,0.008,-0.00799999
-4.26999e-05,0.008,7.62939e-09
-4.26989e-05,0.008,-0.00799999
-4.26979e-05,0.008,7.62939e-09
-4.26969e-05,0.008,-0.00799999
-4.26959e-05,0.008,-0.00799999
-4.26949e-05,0,-0.00799999
-4.26939e-05,0.008,-0.00799999
-4.26929e-05,0.008,-0.00799999
-4.26919e-05,0.008,-0.00799999
-4.26909e-05,0.008,-0.00799999
-4.26899e-05,0.008,-0.00799999
-4.26889e-05,0.008,-0.00799999
-4.26879e-05,0.008,7.62939e-09
-4.26869e-05,0.008,-0.00799999
-4.26859e-05,0.008,7.62939e-09
-4.26849e-05,0,-0.00799999
-4.26839e-05,0.008,7.62939e-09
-4.26829e-05,0.008,-0.00799999
-4.26819e-05,0.008,7.62939e-09
-4.26809e-05,0.008,-0.00799999
-4.26799e-05,0.008,7.62939e-09
-4.26789e-05,0.008,-0.00799999
-4.26779e-05,0.008,7.62939e-09
-4.26769e-05,0.008,-0.00799999
-4.26759e-05,0.008,7.62939e-09
-4.26749e-05,0.008,-0.00799999
-4.26739e-05,0.008,7.62939e-09
-4.26729e-05,0.008,-0.00799999
-4.26719e-05,0.008,7.62939e-09
-4.26709e-05,0.008,-0.00799999
-4.26699e-05,0.008,7.62939e-09
-4.26689e-05,0.008,-0.00799999
-4.26679e-05,0.008,7.62939e-09
-4.26669e-05,0.008,-0.00799999
-4.26659e-05,0,-0.00799999
-4.26649e-05,0,-0.00799999
-4.26639e-05,0.008,-0.00799999
-4.26629e-05,0.008,-0.00799999
-4.26619e-05,0.008,7.62939e-09
-4.26609e-05,0.008,-0.00799999
-4.26599e-05,0.008,7.62939e-09
-4.26589e-05,0.008,-0.00799999
-4.26579e-05,0.008,7.62939e-09
-4.26569e-05,0.008,-0.00799999
-4.26559e-05,0.008,7.62939e-09
-4.26549e-05,0.008,-0.00799999
-4.26539e-05,0.008,7.62939e-09
-4.26529e-05,0.008,-0.00799999
-4.26519e-05,0.008,7.62939e-09
-4.26509e-05,0.008,-0.00799999
-4.26499e-05,0.008,7.62939e-09
-4.26489e-05,0.008,-0.00799999
-4.26479e-05,0.008,7.62939e-09
-4.26469e-05,0.008,-0.00799999
-4.26459e-05,0.008,-0.00799999
-4.26449e-05,0.008,-0.00799999
-4.26439e-05,0.008,-0.00799999
-4.26429e-05,0.008,-0.00799999
-4.26419e-05,0,-0.00799999
-4.26409e-05,0.008,-0.00799999
-4.26399e-05,0.008,7.62939e-09
-4.26389e-05,0.008,-0.016
-4.26379e-05,0.008,7.62939e-09
-4.26369e-05,0.008,-0.00799999
-4.26359e-05,0.008,7.62939e-09
-4.26349e-05,0,-0.00799999
-4.26339e-05,0.008,7.62939e-09
-4.26329e-05,0.008,-0.00799999
-4.26319e-05,0.008,7.62939e-09
-4.26309e-05,0.008,-0.00799999
-4.26299e-05,0,7.62939e-09
-4.26289e-05,0.008,-0.00799999
-4.26279e-05,0.008,7.62939e-09
-4.26269e-05,0.008,-0.00799999
-4.26259e-05,0.008,7.62939e-09
-4.26249e-05,0.008,-0.00799999
-4.26239e-05,0.008,7.62939e-09
-4.26229e-05,0.008,-0.00799999
-4.26219e-05,0.008,7.62939e-09
-4.26209e-05,0.008,7.62939e-09
-4.26199e-05,0.008,7.62939e-09
-4.26189e-05,0.008,-0.00799999
-4.26179e-05,0.008,7.62939e-09
-4.26169e-05,0.008,-0.00799999
-4.26159e-05,0.008,7.62939e-09
-4.26149e-05,0.008,-0.00799999
-4.26139e-05,0.008,7.62939e-09
-4.26129e-05,0.008,-0.00799999
-4.26119e-05,0.016,7.62939e-09
-4.26109e-05,0.008,-0.00799999
-4.26099e-05,0.008,7.62939e-09
-4.26089e-05,0.008,-0.00799999
-4.26079e-05,0.008,7.62939e-09
-4.26069e-05,0.008,-0.00799999
-4.26059e-05,0.008,7.62939e-09
-4.26049e-05,0.008,-0.00799999
-4.26039e-05,0.008,7.62939e-09
-4.26029e-05,0.008,-0.00799999
-4.26019e-05,0.008,7.62939e-09
-4.26009e-05,0.008,-0.00799999
-4.25999e-05,0.008,7.62939e-09
-4.25989e-05,0.008,-0.00799999
-4.25979e-05,0.008,7.62939e-09
-4.25969e-05,0.008,-0.016
-4.25959e-05,0.008,7.62939e-09
-4.25949e-05,0.008,-0.00799999
-4.25939e-05,0.008,7.62939e-09
-4.25929e-05,0.008,-0.00799999
-4.25919e-05,0.008,7.62939e-09
-4.25909e-05,0.008,-0.00799999
-4.25899e-05,0.008,7.62939e-09
-4.25889e-05,0.008,-0.00799999
-4.25879e-05,0.008,7.62939e-09
-4.25869e-05,0.008,-0.00799999
-4.25859e-05,0.008,-0.00799999
-4.25849e-05,0.008,-0.00799999
-4.25839e-05,0.008,-0.00799999
-4.25829e-05,0.008,-0.00799999
-4.25819e-05,0.008,-0.00799999
-4.25809e-05,0.008,-0.00799999
-4.25799e-05,0.008,-0.00799999
-4.25789e-05,0,-0.00799999
-4.25779e-05,0.008,7.62939e-09
-4.25769e-05,0.008,-0.00799999
-4.25759e-05,0.008,7.62939e-09
-4.25749e-05,0.008,-0.00799999
-4.25739e-05,0.008,7.62939e-09
-4.25729e-05,0.008,-0.00799999
-4.25719e-05,0.008,7.62939e-09
-4.25709e-05,0.008,-0.00799999
-4.25699e-05,0.008,7.62939e-09
-4.25689e-05,0.008,-0.00799999
-4.25679e-05,0.008,7.62939e-09
-4.25669e-05,0.008,-0.00799999
-4.25659e-05,0.008,7.62939e-09
-4.25649e-05,0.008,-0.00799999
-4.25639e-05,0.008,7.62939e-09
-4.25629e-05,0.008,-0.00799999
-4.25619e-05,0.008,7.62939e-09
-4.25609e-05,0.008,-0.00799999
-4.25599e-05,0.008,7.62939e-09
-4.25589e-05,0,-0.00799999
-4.25579e-05,0.008,7.62939e-09
-4.25569e-05,0.008,-0.00799999
-4.25559e-05,0.008,7.62939e-09
-4.25549e-05,0.008,-0.00799999
-4.25539e-05,0.008,7.62939e-09
-4.25529e-05,0.008,-0.00799999
-4.25519e-05,0.008,7.62939e-09
-4.25509e-05,0,-0.00799999
-4.25499e-05,0.008,7.62939e-09
-4.25489e-05,0.008,-0.00799999
-4.25479e-05,0.008,7.62939e-09
-4.25469e-05,0.008,-0.00799999
-4.25459e-05,0.008,7.62939e-09
-4.25449e-05,0.008,-0.00799999
-4.25439e-05,0.008,7.62939e-09
-4.25429e-05,0.008,-0.00799999
-4.25419e-05,0.008,-0.00799999
-4.25409e-05,0.008,-0.00799999
-4.25399e-05,0,-0.00799999
-4.25389e-05,0.008,-0.00799999
-4.25379e-05,0.008,-0.00799999
-4.25369e-05,0.008,-0.00799999
-4.25359e-05,0.008,-0.00799999
-4.25349e-05,0.008,-0.00799999
-4.25339e-05,0.008,7.62939e-09
-4.25329e-05,0.008,-0.00799999
-4.25319e-05,0.008,7.62939e-09
-4.25309e-05,0.008,-0.00799999
-4.25299e-05,0.008,7.62939e-09
-4.25289e-05,0.008,-0.00799999
-4.25279e-05,0.008,7.62939e-09
-4.25269e-05,0.008,-0.00799999
-4.25259e-05,0.008,7.62939e-09
-4.25249e-05,0.008,-0.00799999
-4.25239e-05,0.008,7.62939e-09
-4.25229e-05,0.008,-0.00799999
-4.25219e-05,0.008,7.62939e-09
-4.25209e-05,0.008,-0.00799999
-4.25199e-05,0.008,7.62939e-09
-4.25189e-05,0.008,7.62939e-09
-4.25179e-05,0,7.62939e-09
-4.25169e-05,0.008,-0.00799999
-4.25159e-05,0,7.62939e-09
-4.25149e-05,0.008,-0.00799999
-4.25139e-05,0.008,7.62939e-09
-4.25129e-05,0.008,-0.00799999
-4.25119e-05,0.008,7.62939e-09
-4.25109e-05,0.008,-0.00799999
-4.25099e-05,0.008,-0.00799999
-4.25089e-05,0.008,-0.00799999
-4.25079e-05,0.008,-0.00799999
-4.25069e-05,0.008,-0.00799999
-4.25059e-05,0,7.62939e-09
-4.25049e-05,0.008,-0.00799999
-4.25039e-05,0.008,7.62939e-09
-4.25029e-05,0.008,-0.00799999
-4.25019e-05,0.008,7.62939e-09
-4.25009e-05,0.008,-0.00799999
-4.24999e-05,0.008,7.62939e-09
-4.24989e-05,0.008,-0.00799999
-4.24979e-05,0.008,7.62939e-09
-4.24969e-05,0,-0.00799999
-4.24959e-05,0,7.62939e-09
-4.24949e-05,0,-0.00799999
-4.24939e-05,0,7.62939e-09
-4.24929e-05,0,-0.00799999
-4.24919e-05,0.008,7.62939e-09
-4.24909e-05,0,-0.00799999
-4.24899e-05,0.008,7.62939e-09
-4.24889e-05,0.008,-0.00799999
-4.24879e-05,0.008,7.62939e-09
-4.24869e-05,0.008,-0.00799999
-4.24859e-05,0,7.62939e-09
-4.24849e-05,0.008,-0.00799999
-4.24839e-05,0.008,7.62939e-09
-4.24829e-05,0.008,-0.00799999
-4.24819e-05,0.008,7.62939e-09
-4.24809e-05,0.008,-0.00799999
-4.24799e-05,0,7.62939e-09
-4.24789e-05,0.008,-0.00799999
-4.24779e-05,0.008,7.62939e-09
-4.24769e-05,0.008,-0.00799999
-4.24759e-05,0.008,7.62939e-09
-4.24749e-05,0.008,-0.00799999
-4.24739e-05,0.008,-0.00799999
-4.24729e-05,0.008,-0.00799999
-4.24719e-05,0.008,7.62939e-09
-4.24709e-05,0.008,-0.00799999
-4.24699e-05,0.008,7.62939e-09
-4.24689e-05,0.008,-0.00799999
-4.24679e-05,0.008,7.62939e-09
-4.24669e-05,0.008,-0.00799999
-4.24659e-05,0,7.62939e-09
-4.24649e-05,0.008,-0.00799999
-4.24639e-05,0.008,7.62939e-09
-4.24629e-05,0.008,-0.00799999
-4.24619e-05,0.008,7.62939e-09
-4.24609e-05,0.008,-0.00799999
-4.24599e-05,0.008,7.62939e-09
-4.24589e-05,0.008,-0.00799999
-4.24579e-05,0.008,7.62939e-09
-4.24569e-05,0.008,-0.00799999
-4.24559e-05,0.008,7.62939e-09
-4.24549e-05,0.008,-0.00799999
-4.24539e-05,0.008,7.62939e-09
-4.24529e-05,0.008,-0.00799999
-4.24519e-05,0.008,7.62939e-09
-4.24509e-05,0.008,-0.00799999
-4.24499e-05,0.008,7.62939e-09
-4.24489e-05,0.008,-0.00799999
-4.24479e-05,0.008,7.62939e-09
-4.24469e-05,0.008,-0.00799999
-4.24459e-05,0.008,7.62939e-09
-4.24449e-05,0.008,-0.00799999
-4.24439e-05,0.008,7.62939e-09
-4.24429e-05,0,-0.00799999
-4.24419e-05,0.008,7.62939e-09
-4.24409e-05,0.008,-0.00799999
-4.24399e-05,0.008,-0.00799999
-4.24389e-05,0.008,-0.00799999
-4.24379e-05,0.008,-0.00799999
-4.24369e-05,0.008,-0.00799999
-4.24359e-05,0.008,-0.00799999
-4.24349e-05,0.008,-0.00799999
-4.24339e-05,0.008,7.62939e-09
-4.24329e-05,0.008,-0.00799999
-4.24319e-05,0.008,7.62939e-09
-4.24309e-05,0.008,-0.00799999
-4.24299e-05,0.008,7.62939e-09
-4.24289e-05,0.008,-0.00799999
-4.24279e-05,0.008,7.62939e-09
-4.24269e-05,0.008,-0.00799999
-4.24259e-05,0.008,7.62939e-09
-4.24249e-05,0.008,-0.00799999
-4.24239e-05,0.008,7.62939e-09
-4.24229e-05,0.008,-0.00799999
-4.24219e-05,0.008,7.62939e-09
-4.24209e-05,0.008,-0.00799999
-4.24199e-05,0.008,7.62939e-09
-4.24189e-05,0,-0.00799999
-4.24179e-05,0.008,7.62939e-09
-4.24169e-05,0.008,-0.00799999
-4.24159e-05,0.008,7.62939e-09
-4.24149e-05,0.008,-0.00799999
-4.24139e-05,0.008,7.62939e-09
-4.24129e-05,0.008,-0.00799999
-4.24119e-05,0.008,7.62939e-09
-4.24109e-05,0.008,-0.00799999
-4.24099e-05,0.008,7.62939e-09
-4.24089e-05,0.008,-0.00799999
-4.24079e-05,0.008,7.62939e-09
-4.24069e-05,0.008,-0.00799999
-4.24059e-05,0.008,7.62939e-09
-4.24049e-05,0,-0.00799999
-4.24039e-05,0.008,7.62939e-09
-4.24029e-05,0.008,-0.00799999
-4.24019e-05,0.008,7.62939e-09
-4.24009e-05,0.008,-0.00799999
-4.23999e-05,0.008,7.62939e-09
-4.23989e-05,0.008,-0.00799999
-4.23979e-05,0.008,7.62939e-09
-4.23969e-05,0.008,-0.00799999
-4.23959e-05,0.008,7.62939e-09
-4.23949e-05,0.008,-0.00799999
-4.23939e-05,0.008,7.62939e-09
-4.23929e-05,0.008,-0.00799999
-4.23919e-05,0.008,7.62939e-09
-4.23909e-05,0.008,-0.00799999
-4.23899e-05,0.008,7.62939e-09
-4.23889e-05,0.008,-0.00799999
-4.23879e-05,0.008,7.62939e-09
-4.23869e-05,0.008,-0.00799999
-4.23859e-05,0.008,7.62939e-09
-4.23849e-05,0.008,-0.00799999
-4.23839e-05,0.008,7.62939e-09
-4.23829e-05,0.008,-0.00799999
-4.23819e-05,0.008,7.62939e-09
-4.23809e-05,0.008,-0.00799999
-4.23799e-05,0.008,7.62939e-09
-4.23789e-05,0.008,-0.00799999
-4.23779e-05,0.008,7.62939e-09
-4.23769e-05,0,-0.00799999
-4.23759e-05,0.008,7.62939e-09
-4.23749e-05,0,-0.00799999
-4.23739e-05,0.008,7.62939e-09
-4.23729e-05,0.008,-0.00799999
-4.23719e-05,0.008,7.62939e-09
-4.23709e-05,0.008,-0.00799999
-4.23699e-05,0.008,7.62939e-09
-4.23689e-05,0.008,-0.00799999
-4.23679e-05,0.008,7.62939e-09
-4.23669e-05,0.008,-0.00799999
-4.23659e-05,0.008,7.62939e-09
-4.23649e-05,0.008,-0.00799999
-4.23639e-05,0.008,7.62939e-09
-4.23629e-05,0.008,-0.016
-4.23619e-05,0.008,7.62939e-09
-4.23609e-05,0.008,-0.00799999
-4.23599e-05,0.008,7.62939e-09
-4.23589e-05,0.008,7.62939e-09
-4.23579e-05,0.008,7.62939e-09
-4.23569e-05,0.008,-0.00799999
-4.23559e-05,0.008,7.62939e-09
-4.23549e-05,0.008,-0.00799999
-4.23539e-05,0.008,7.62939e-09
-4.23529e-05,0.008,-0.00799999
-4.23519e-05,0.008,7.62939e-09
-4.23509e-05,0.008,-0.00799999
-4.23499e-05,0.008,7.62939e-09
-4.23489e-05,0.008,-0.00799999
-4.23479e-05,0.008,7.62939e-09
-4.23469e-05,0.008,-0.00799999
-4.23459e-05,0.008,7.62939e-09
-4.23449e-05,0.008,-0.00799999
-4.23439e-05,0.008,-0.00799999
-4.23429e-05,0.008,-0.00799999
-4.23419e-05,0.008,-0.00799999
-4.23409e-05,0,-0.00799999
-4.23399e-05,0.008,7.62939e-09
-4.23389e-05,0,-0.00799999
-4.23379e-05,0.008,-0.00799999
-4.23369e-05,0.008,-0.00799999
-4.23359e-05,0.008,-0.00799999
-4.23349e-05,0.008,-0.00799999
-4.23339e-05,0.008,-0.00799999
-4.23329e-05,0.008,-0.00799999
-4.23319e-05,0.008,-0.00799999
-4.23309e-05,0.008,-0.00799999
-4.23299e-05,0.008,7.62939e-09
-4.23289e-05,0.008,-0.00799999
-4.23279e-05,0.008,7.62939e-09
-4.23269e-05,0.008,-0.00799999
-4.23259e-05,0.008,7.62939e-09
-4.23249e-05,0,-0.00799999
-4.23239e-05,0.008,7.62939e-09
-4.23229e-05,0.008,-0.00799999
-4.23219e-05,0.008,7.62939e-09
-4.23209e-05,0.008,-0.00799999
-4.23199e-05,0.008,7.62939e-09
-4.23189e-05,0.008,-0.00799999
-4.23179e-05,0.008,7.62939e-09
-4.23169e-05,0.008,-0.00799999
-4.23159e-05,0.008,7.62939e-09
-4.23149e-05,0.008,-0.00799999
-4.23139e-05,0.008,7.62939e-09
-4.23129e-05,0.008,-0.00799999
-4.23119e-05,0.008,7.62939e-09
-4.23109e-05,0.008,-0.00799999
-4.23099e-05,0.008,7.62939e-09
-4.23089e-05,0.008,-0.00799999
-4.23079e-05,0.008,7.62939e-09
-4.23069e-05,0.008,-0.00799999
-4.23059e-05,0.008,7.62939e-09
-4.23049e-05,0.008,-0.00799999
-4.23039e-05,0.008,7.62939e-09
-4.23029e-05,0.008,-0.00799999
-4.23019e-05,0.008,7.62939e-09
-4.23009e-05,0.008,-0.00799999
-4.22999e-05,0.008,7.62939e-09
-4.22989e-05,0,-0.00799999
-4.22979e-05,0.008,7.62939e-09
-4.22969e-05,0.008,-0.00799999
-4.22959e-05,0.008,0.00800001
-4.22949e-05,0.008,-0.00799999
-4.22939e-05,0.008,7.62939e-09
-4.22929e-05,0.008,-0.00799999
-4.22919e-05,0.008,7.62939e-09
-4.22909e-05,0.008,-0.00799999
-4.22899e-05,0.008,7.62939e-09
-4.22889e-05,0.008,-0.00799999
-4.22879e-05,0.008,-0.00799999
-4.22869e-05,0.008,-0.00799999
-4.22859e-05,0.008,7.62939e-09
-4.22849e-05,0.008,-0.00799999
-4.22839e-05,0.008,7.62939e-09
-4.22829e-05,0.008,-0.00799999
-4.22819e-05,0.008,7.62939e-09
-4.22809e-05,0.008,-0.00799999
-4.22799e-05,0.008,7.62939e-09
-4.22789e-05,0.008,-0.00799999
-4.22779e-05,0.008,7.62939e-09
-4.22769e-05,0.008,-0.00799999
-4.22759e-05,0.008,7.62939e-09
-4.22749e-05,0.008,-0.00799999
-4.22739e-05,0.008,7.62939e-09
-4.22729e-05,0.008,-0.00799999
-4.22719e-05,0.008,7.62939e-09
-4.22709e-05,0.008,-0.00799999
-4.22699e-05,0.008,7.62939e-09
-4.22689e-05,0.008,-0.00799999
-4.22679e-05,0.008,7.62939e-09
-4.22669e-05,0.008,-0.00799999
-4.22659e-05,0,7.62939e-09
-4.22649e-05,0.008,-0.00799999
-4.22639e-05,0.008,7.62939e-09
-4.22629e-05,0.008,-0.00799999
-4.22619e-05,0.008,7.62939e-09
-4.22609e-05,0.008,-0.00799999
-4.22599e-05,0,7.62939e-09
-4.22589e-05,0.008,-0.00799999
-4.22579e-05,0,7.62939e-09
-4.22569e-05,0.008,-0.00799999
-4.22559e-05,0.008,7.62939e-09
-4.22549e-05,0.008,-0.00799999
-4.22539e-05,0.008,-0.00799999
-4.22529e-05,0.008,-0.00799999
-4.22519e-05,0.008,-0.00799999
-4.22509e-05,0.008,-0.00799999
-4.22499e-05,0.008,7.62939e-09
-4.22489e-05,0.008,-0.00799999
-4.22479e-05,0,7.62939e-09
-4.22469e-05,0.008,-0.00799999
-4.22459e-05,0.008,7.62939e-09
-4.22449e-05,0.008,7.62939e-09
-4.22439e-05,0.008,7.62939e-09
-4.22429e-05,0.008,-0.00799999
-4.22419e-05,0.008,7.62939e-09
-4.22409e-05,0.008,-0.00799999
-4.22399e-05,0.008,7.62939e-09
-4.22389e-05,0.008,-0.00799999
-4.22379e-05,0.008,7.62939e-09
-4.22369e-05,0.008,-0.00799999
-4.22359e-05,0.008,7.62939e-09
-4.22349e-05,0.008,-0.00799999
-4.22339e-05,0.008,7.62939e-09
-4.22329e-05,0.008,-0.00799999
-4.22319e-05,0.008,7.62939e-09
-4.22309e-05,0.008,-0.00799999
-4.22299e-05,0.008,7.62939e-09
-4.22289e-05,0.008,-0.00799999
-4.22279e-05,0.008,7.62939e-09
-4.22269e-05,0.008,-0.00799999
-4.22259e-05,0.008,7.62939e-09
-4.22249e-05,0.008,-0.00799999
-4.22239e-05,0.008,7.62939e-09
-4.22229e-05,0.008,-0.00799999
-4.22219e-05,0.008,7.62939e-09
-4.22209e-05,0.008,-0.00799999
-4.22199e-05,0.008,7.62939e-09
-4.22189e-05,0.008,-0.00799999
-4.22179e-05,0.008,-0.00799999
-4.22169e-05,0.008,-0.00799999
-4.22159e-05,0.008,7.62939e-09
-4.22149e-05,0.008,-0.00799999
-4.22139e-05,0.008,7.62939e-09
-4.22129e-05,0.008,-0.00799999
-4.22119e-05,0.008,7.62939e-09
-4.22109e-05,0.008,-0.00799999
-4.22099e-05,0.008,7.62939e-09
-4.22089e-05,0.008,-0.00799999
-4.22079e-05,0.008,7.62939e-09
-4.22069e-05,0.008,-0.00799999
-4.22059e-05,0.008,7.62939e-09
-4.22049e-05,0.008,-0.00799999
-4.22039e-05,0.008,7.62939e-09
-4.22029e-05,0.008,-0.00799999
-4.22019e-05,0.008,7.62939e-09
-4.22009e-05,0.008,-0.00799999
-4.21999e-05,0.008,7.62939e-09
-4.21989e-05,0.008,-0.00799999
-4.21979e-05,0.008,7.62939e-09
-4.21969e-05,0.008,-0.00799999
-4.21959e-05,0.008,7.62939e-09
-4.21949e-05,0.008,-0.00799999
-4.21939e-05,0.008,7.62939e-09
-4.21929e-05,0.008,-0.00799999
-4.21919e-05,0.008,7.62939e-09
-4.21909e-05,0.008,-0.00799999
-4.21899e-05,0.008,7.62939e-09
-4.21889e-05,0.008,-0.00799999
-4.21879e-05,0.008,7.62939e-09
-4.21869e-05,0.008,-0.00799999
-4.21859e-05,0.008,7.62939e-09
-4.21849e-05,0.008,-0.00799999
-4.21839e-05,0.008,7.62939e-09
-4.21829e-05,0.008,-0.00799999
-4.21819e-05,0.008,7.62939e-09
-4.21809e-05,0.008,-0.00799999
-4.21799e-05,0.008,7.62939e-09
-4.21789e-05,0.008,-0.00799999
-4.21779e-05,0,7.62939e-09
-4.21769e-05,0,-0.00799999
-4.21759e-05,0.008,7.62939e-09
-4.21749e-05,0.008,-0.00799999
-4.21739e-05,0.008,7.62939e-09
-4.21729e-05,0.008,-0.00799999
-4.21719e-05,0.008,7.62939e-09
-4.21709e-05,0.008,-0.00799999
-4.21699e-05,0.008,7.62939e-09
-4.21689e-05,0.008,-0.00799999
-4.21679e-05,0.008,7.62939e-09
-4.21669e-05,0.008,-0.00799999
-4.21659e-05,0.008,7.62939e-09
-4.21649e-05,0.008,-0.00799999
-4.21639e-05,0.008,7.62939e-09
-4.21629e-05,0.008,-0.00799999
-4.21619e-05,0.008,7.62939e-09
-4.21609e-05,0.008,-0.00799999
-4.21599e-05,0.008,-0.00799999
-4.21589e-05,0.008,-0.00799999
-4.21579e-05,0.008,7.62939e-09
-4.21569e-05,0.008,-0.00799999
-4.21559e-05,0.008,7.62939e-09
-4.21549e-05,0.008,-0.00799999
-4.21539e-05,0.008,7.62939e-09
-4.21529e-05,0.008,-0.00799999
-4.21519e-05,0.008,7.62939e-09
-4.21509e-05,0.008,-0.00799999
-4.21499e-05,0.008,7.62939e-09
-4.21489e-05,0.016,-0.00799999
-4.21479e-05,0.008,7.62939e-09
-4.21469e-05,0.008,-0.00799999
-4.21459e-05,0.008,7.62939e-09
-4.21449e-05,0.008,-0.00799999
-4.21439e-05,0.008,7.62939e-09
-4.21429e-05,0.008,-0.00799999
-4.21419e-05,0.008,7.62939e-09
-4.21409e-05,0.008,-0.00799999
-4.21399e-05,0.008,7.62939e-09
-4.21389e-05,0.008,-0.00799999
-4.21379e-05,0.008,7.62939e-09
-4.21369e-05,0.008,-0.00799999
-4.21359e-05,0.008,7.62939e-09
-4.21349e-05,0.008,-0.00799999
-4.21339e-05,0.008,7.62939e-09
-4.21329e-05,0.008,-0.00799999
-4.21319e-05,0.008,7.62939e-09
-4.21309e-05,0.008,-0.00799999
-4.21299e-05,0.008,7.62939e-09
-4.21289e-05,0.008,-0.00799999
-4.21279e-05,0.008,-0.00799999
-4.21269e-05,0.008,-0.00799999
-4.21259e-05,0.008,7.62939e-09
-4.21249e-05,0.008,-0.00799999
-4.21239e-05,0.008,7.62939e-09
-4.21229e-05,0.008,-0.00799999
-4.21219e-05,0.008,7.62939e-09
-4.21209e-05,0.008,-0.00799999
-4.21199e-05,0.008,7.62939e-09
-4.21189e-05,0.008,-0.00799999
-4.21179e-05,0.008,7.62939e-09
-4.21169e-05,0.008,-0.00799999
-4.21159e-05,0.008,7.62939e-09
-4.21149e-05,0.008,-0.00799999
-4.21139e-05,0,7.62939e-09
-4.21129e-05,0.008,-0.00799999
-4.21119e-05,0.008,7.62939e-09
