Model,MSO2024
Firmware Version,1.39

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.2
Label,,
TIME,CH1,CH2
2.77013e-06,0,7.62939e-09
2.77113e-06,0.008,-0.00799999
2.77213e-06,0.008,7.62939e-09
2.77313e-06,0.008,-0.00799999
2.77413e-06,0.008,7.62939e-09
2.77513e-06,0.008,-0.00799999
2.77613e-06,0.008,7.62939e-09
2.77713e-06,0.008,-0.00799999
2.77813e-06,0.008,7.62939e-09
2.77913e-06,0.008,-0.00799999
2.78013e-06,0.008,7.62939e-09
2.78113e-06,0.008,-0.00799999
2.78213e-06,0.008,7.62939e-09
2.78313e-06,0.008,-0.00799999
2.78413e-06,0.008,7.62939e-09
2.78513e-06,0.008,-0.00799999
2.78613e-06,0.016,7.62939e-09
2.78713e-06,0.008,-0.00799999
2.78813e-06,0.008,7.62939e-09
2.78913e-06,0.008,-0.00799999
2.79013e-06,0.008,7.62939e-09
2.79113e-06,0.008,-0.00799999
2.79213e-06,0.008,-0.00799999
2.79313e-06,0,-0.00799999
2.79413e-06,0.008,7.62939e-09
2.79513e-06,0,-0.00799999
2.79613e-06,0.008,7.62939e-09
2.79713e-06,0.008,-0.016
2.79813e-06,0.008,-0.00799999
2.79913e-06,0.008,-0.00799999
2.80013e-06,0.008,7.62939e-09
2.80113e-06,0.008,-0.00799999
2.80213e-06,0.008,7.62939e-09
2.80313e-06,0.008,-0.00799999
2.80413e-06,0.008,7.62939e-09
2.80513e-06,0.008,-0.00799999
2.80613e-06,0.008,7.62939e-09
2.80713e-06,0.008,-0.00799999
2.80813e-06,0,7.62939e-09
2.80913e-06,0.008,-0.00799999
2.81013e-06,0.008,7.62939e-09
2.81113e-06,0.008,-0.00799999
2.81213e-06,0.008,7.62939e-09
2.81313e-06,0.008,-0.00799999
2.81413e-06,0.008,7.62939e-09
2.81513e-06,0,-0.00799999
2.81613e-06,0.008,7.62939e-09
2.81713e-06,0.008,-0.00799999
2.81813e-06,0.008,7.62939e-09
2.81913e-06,0.008,-0.00799999
2.82013e-06,0.008,7.62939e-09
2.82113e-06,0.008,-0.00799999
2.82213e-06,0.008,7.62939e-09
2.82313e-06,0,-0.00799999
2.82413e-06,0,7.62939e-09
2.82513e-06,0,-0.00799999
2.82613e-06,0,7.62939e-09
2.82713e-06,0,-0.00799999
2.82813e-06,0.008,7.62939e-09
2.82913e-06,0,-0.00799999
2.83013e-06,0,7.62939e-09
2.83113e-06,0,-0.00799999
2.83213e-06,0,7.62939e-09
2.83313e-06,0.008,-0.00799999
2.83413e-06,0.008,7.62939e-09
2.83513e-06,0,-0.016
2.83613e-06,0.008,7.62939e-09
2.83713e-06,0.008,-0.00799999
2.83813e-06,0.008,7.62939e-09
2.83913e-06,0.008,-0.00799999
2.84013e-06,0.008,7.62939e-09
2.84113e-06,0.008,-0.00799999
2.84213e-06,0.008,7.62939e-09
2.84313e-06,0.008,-0.00799999
2.84413e-06,0.008,7.62939e-09
2.84513e-06,0.008,-0.00799999
2.84613e-06,0.008,7.62939e-09
2.84713e-06,0.008,-0.00799999
2.84813e-06,0.008,7.62939e-09
2.84913e-06,0,-0.00799999
2.85013e-06,0.008,7.62939e-09
2.85113e-06,0.008,-0.00799999
2.85213e-06,0.008,7.62939e-09
2.85313e-06,0.008,-0.00799999
2.85413e-06,0.008,7.62939e-09
2.85513e-06,0.008,-0.00799999
2.85613e-06,0.008,7.62939e-09
2.85713e-06,0.008,-0.00799999
2.85813e-06,0.008,7.62939e-09
2.85913e-06,0.008,-0.00799999
2.86013e-06,0.008,7.62939e-09
2.86113e-06,0.008,-0.00799999
2.86213e-06,0.008,7.62939e-09
2.86313e-06,0.008,-0.00799999
2.86413e-06,0.008,7.62939e-09
2.86513e-06,0.008,-0.00799999
2.86613e-06,0.008,7.62939e-09
2.86713e-06,0.008,-0.00799999
2.86813e-06,0.008,7.62939e-09
2.86913e-06,0.008,-0.00799999
2.87013e-06,0.008,7.62939e-09
2.87113e-06,0,-0.00799999
2.87213e-06,0.008,7.62939e-09
2.87313e-06,0,-0.00799999
2.87413e-06,0.008,7.62939e-09
2.87513e-06,0,-0.00799999
2.87613e-06,0.008,7.62939e-09
2.87713e-06,0.008,-0.00799999
2.87813e-06,0.008,7.62939e-09
2.87913e-06,0.008,-0.00799999
2.88013e-06,0.008,7.62939e-09
2.88113e-06,0.008,-0.00799999
2.88213e-06,0.008,7.62939e-09
2.88313e-06,0.008,-0.00799999
2.88413e-06,0.008,7.62939e-09
2.88513e-06,0.008,-0.00799999
2.88613e-06,0.008,7.62939e-09
2.88713e-06,0.008,-0.00799999
2.88813e-06,0.008,7.62939e-09
2.88913e-06,0.008,-0.00799999
2.89013e-06,0.008,7.62939e-09
2.89113e-06,0.008,-0.00799999
2.89213e-06,0.008,7.62939e-09
2.89313e-06,0.008,-0.00799999
2.89413e-06,0.008,7.62939e-09
2.89513e-06,0.008,-0.00799999
2.89613e-06,0.008,7.62939e-09
2.89713e-06,0,-0.00799999
2.89813e-06,0.008,7.62939e-09
2.89913e-06,0.008,-0.00799999
2.90013e-06,0.008,7.62939e-09
2.90113e-06,0.008,-0.00799999
2.90213e-06,0.008,7.62939e-09
2.90313e-06,0.008,-0.00799999
2.90413e-06,0.008,7.62939e-09
2.90513e-06,0.008,-0.00799999
2.90613e-06,0.008,7.62939e-09
2.90713e-06,0.008,-0.00799999
2.90813e-06,0.008,-0.00799999
2.90913e-06,0.008,-0.00799999
2.91013e-06,0.008,7.62939e-09
2.91113e-06,0.008,-0.00799999
2.91213e-06,0.008,7.62939e-09
2.91313e-06,0.008,-0.00799999
2.91413e-06,0.008,7.62939e-09
2.91513e-06,0.008,-0.00799999
2.91613e-06,0.008,7.62939e-09
2.91713e-06,0.008,-0.00799999
2.91813e-06,0.008,7.62939e-09
2.91913e-06,0.008,-0.00799999
2.92013e-06,0.008,7.62939e-09
2.92113e-06,0.008,-0.00799999
2.92213e-06,0.008,7.62939e-09
2.92313e-06,0.008,-0.00799999
2.92413e-06,0.008,7.62939e-09
2.92513e-06,0.008,-0.00799999
2.92613e-06,0.008,7.62939e-09
2.92713e-06,0.008,-0.00799999
2.92813e-06,0.008,7.62939e-09
2.92913e-06,0.008,-0.00799999
2.93013e-06,0.008,7.62939e-09
2.93113e-06,0.008,-0.00799999
2.93213e-06,0.008,7.62939e-09
2.93313e-06,0,-0.00799999
2.93413e-06,0.008,7.62939e-09
2.93513e-06,0,-0.00799999
2.93613e-06,0.008,-0.00799999
2.93713e-06,0,-0.00799999
2.93813e-06,0.008,-0.00799999
2.93913e-06,0.008,-0.00799999
2.94013e-06,0.008,7.62939e-09
2.94113e-06,0.008,-0.00799999
2.94213e-06,0.008,7.62939e-09
2.94313e-06,0,-0.00799999
2.94413e-06,0.008,7.62939e-09
2.94513e-06,0.008,-0.00799999
2.94613e-06,0.008,7.62939e-09
2.94713e-06,0.008,-0.00799999
2.94813e-06,0.008,7.62939e-09
2.94913e-06,0.008,-0.00799999
2.95013e-06,0.008,7.62939e-09
2.95113e-06,0.008,-0.00799999
2.95213e-06,0.008,7.62939e-09
2.95313e-06,0.008,-0.00799999
2.95413e-06,0.008,7.62939e-09
2.95513e-06,0.008,-0.00799999
2.95613e-06,0.008,7.62939e-09
2.95713e-06,0.008,-0.00799999
2.95813e-06,0.008,7.62939e-09
2.95913e-06,0.008,-0.00799999
2.96013e-06,0.008,7.62939e-09
2.96113e-06,0.008,-0.00799999
2.96213e-06,0,7.62939e-09
2.96313e-06,0.008,-0.00799999
2.96413e-06,0.008,7.62939e-09
2.96513e-06,0.008,-0.016
2.96613e-06,0.008,7.62939e-09
2.96713e-06,0.008,-0.00799999
2.96813e-06,0.008,7.62939e-09
2.96913e-06,0.008,-0.00799999
2.97013e-06,0.008,7.62939e-09
2.97113e-06,0.008,-0.00799999
2.97213e-06,0.008,7.62939e-09
2.97313e-06,0.008,-0.00799999
2.97413e-06,0,7.62939e-09
2.97513e-06,0,-0.00799999
2.97613e-06,0,7.62939e-09
2.97713e-06,0.008,-0.00799999
2.97813e-06,0.008,7.62939e-09
2.97913e-06,0.008,-0.00799999
2.98013e-06,0.008,7.62939e-09
2.98113e-06,0.008,-0.00799999
2.98213e-06,0.008,7.62939e-09
2.98313e-06,0,-0.00799999
2.98413e-06,0.008,7.62939e-09
2.98513e-06,0.008,-0.00799999
2.98613e-06,0.008,7.62939e-09
2.98713e-06,0.008,-0.00799999
2.98813e-06,0.008,7.62939e-09
2.98913e-06,0.008,-0.00799999
2.99013e-06,0.008,7.62939e-09
2.99113e-06,0.008,-0.00799999
2.99213e-06,0.008,7.62939e-09
2.99313e-06,0.008,-0.00799999
2.99413e-06,0.008,-0.00799999
2.99513e-06,0.008,-0.00799999
2.99613e-06,0.008,7.62939e-09
2.99713e-06,0.008,-0.00799999
2.99813e-06,0.008,-0.00799999
2.99913e-06,0.008,-0.00799999
3.00013e-06,0.008,-0.00799999
3.00113e-06,0.008,-0.016
3.00213e-06,0.008,-0.00799999
3.00313e-06,0.008,-0.00799999
3.00413e-06,0.008,-0.00799999
3.00513e-06,0.008,-0.00799999
3.00613e-06,0.008,7.62939e-09
3.00713e-06,0.008,-0.00799999
3.00813e-06,0.008,7.62939e-09
3.00913e-06,0.008,-0.00799999
3.01013e-06,0.008,7.62939e-09
3.01113e-06,0.008,-0.00799999
3.01213e-06,0.008,7.62939e-09
3.01313e-06,0.008,-0.00799999
3.01413e-06,0.008,7.62939e-09
3.01513e-06,0.008,-0.00799999
3.01613e-06,0.008,7.62939e-09
3.01713e-06,0.008,-0.00799999
3.01813e-06,0.008,-0.00799999
3.01913e-06,0.008,-0.00799999
3.02013e-06,0.008,-0.00799999
3.02113e-06,0.008,-0.00799999
3.02213e-06,0.008,7.62939e-09
3.02313e-06,0,-0.00799999
3.02413e-06,0.008,7.62939e-09
3.02513e-06,0,-0.00799999
3.02613e-06,0.008,7.62939e-09
3.02713e-06,0,-0.00799999
3.02813e-06,0.008,-0.00799999
3.02913e-06,0,-0.00799999
3.03013e-06,0.008,7.62939e-09
3.03113e-06,0.008,-0.00799999
3.03213e-06,0.008,7.62939e-09
3.03313e-06,0.008,-0.00799999
3.03413e-06,0.008,7.62939e-09
3.03513e-06,0.008,-0.00799999
3.03613e-06,0.008,7.62939e-09
3.03713e-06,0.008,-0.00799999
3.03813e-06,0.008,7.62939e-09
3.03913e-06,0.008,-0.00799999
3.04013e-06,0.008,7.62939e-09
3.04113e-06,0.008,-0.00799999
3.04213e-06,0.008,7.62939e-09
3.04313e-06,0.008,-0.00799999
3.04413e-06,0.008,7.62939e-09
3.04513e-06,0.008,-0.00799999
3.04613e-06,0.008,7.62939e-09
3.04713e-06,0.008,-0.00799999
3.04813e-06,0.008,7.62939e-09
3.04913e-06,0.008,-0.00799999
3.05013e-06,0.008,7.62939e-09
3.05113e-06,0.008,-0.00799999
3.05213e-06,0.008,-0.00799999
3.05313e-06,0.008,-0.00799999
3.05413e-06,0.008,7.62939e-09
3.05513e-06,0.008,-0.00799999
3.05613e-06,0.008,7.62939e-09
3.05713e-06,0.008,-0.00799999
3.05813e-06,0.008,7.62939e-09
3.05913e-06,0.008,-0.00799999
3.06013e-06,0.008,7.62939e-09
3.06113e-06,0.008,-0.00799999
3.06213e-06,0.008,7.62939e-09
3.06313e-06,0.008,-0.00799999
3.06413e-06,0.008,7.62939e-09
3.06513e-06,0.008,-0.00799999
3.06613e-06,0.008,7.62939e-09
3.06713e-06,0.008,-0.00799999
3.06813e-06,0.008,7.62939e-09
3.06913e-06,0.008,-0.00799999
3.07013e-06,0.008,7.62939e-09
3.07113e-06,0.008,-0.00799999
3.07213e-06,0.008,7.62939e-09
3.07313e-06,0.008,-0.00799999
3.07413e-06,0.008,7.62939e-09
3.07513e-06,0.008,-0.00799999
3.07613e-06,0.008,7.62939e-09
3.07713e-06,0.008,-0.00799999
3.07813e-06,0.008,7.62939e-09
3.07913e-06,0.008,-0.00799999
3.08013e-06,0.008,-0.00799999
3.08113e-06,0.008,-0.00799999
3.08213e-06,0.008,7.62939e-09
3.08313e-06,0.008,-0.00799999
3.08413e-06,0.008,7.62939e-09
3.08513e-06,0.008,-0.00799999
3.08613e-06,0.008,7.62939e-09
3.08713e-06,0.008,-0.00799999
3.08813e-06,0.008,-0.00799999
3.08913e-06,0.008,-0.00799999
3.09013e-06,0.008,7.62939e-09
3.09113e-06,0.008,-0.00799999
3.09213e-06,0,7.62939e-09
3.09313e-06,0.008,-0.00799999
3.09413e-06,0,7.62939e-09
3.09513e-06,0.008,-0.00799999
3.09613e-06,0.008,7.62939e-09
3.09713e-06,0.008,-0.00799999
3.09813e-06,0.008,7.62939e-09
3.09913e-06,0.008,-0.00799999
3.10013e-06,0.008,7.62939e-09
3.10113e-06,0.008,-0.00799999
3.10213e-06,0.008,7.62939e-09
3.10313e-06,0.008,-0.00799999
3.10413e-06,0.008,-0.00799999
3.10513e-06,0.008,-0.00799999
3.10613e-06,0.008,7.62939e-09
3.10713e-06,0.008,-0.00799999
3.10813e-06,0.008,7.62939e-09
3.10913e-06,0.008,-0.00799999
3.11013e-06,0.008,7.62939e-09
3.11113e-06,0.008,-0.00799999
3.11213e-06,0.008,7.62939e-09
3.11313e-06,0.008,-0.00799999
3.11413e-06,0.008,7.62939e-09
3.11513e-06,0.008,-0.00799999
3.11613e-06,0.008,7.62939e-09
3.11713e-06,0.008,-0.00799999
3.11813e-06,0.008,7.62939e-09
3.11913e-06,0.008,-0.00799999
3.12013e-06,0.008,7.62939e-09
3.12113e-06,0.008,-0.00799999
3.12213e-06,0.008,7.62939e-09
3.12313e-06,0.008,-0.00799999
3.12413e-06,0.008,7.62939e-09
3.12513e-06,0.008,-0.00799999
3.12613e-06,0.008,7.62939e-09
3.12713e-06,0.008,-0.00799999
3.12813e-06,0.008,7.62939e-09
3.12913e-06,0.008,-0.00799999
3.13013e-06,0.008,7.62939e-09
3.13113e-06,0.008,-0.00799999
3.13213e-06,0.008,7.62939e-09
3.13313e-06,0.008,-0.00799999
3.13413e-06,0.008,7.62939e-09
3.13513e-06,0.008,-0.00799999
3.13613e-06,0.008,7.62939e-09
3.13713e-06,0.008,-0.00799999
3.13813e-06,0.008,7.62939e-09
3.13913e-06,0.008,-0.00799999
3.14013e-06,0.008,7.62939e-09
3.14113e-06,0.008,-0.00799999
3.14213e-06,0.008,7.62939e-09
3.14313e-06,0.008,-0.00799999
3.14413e-06,0.008,7.62939e-09
3.14513e-06,0.008,-0.00799999
3.14613e-06,0.008,7.62939e-09
3.14713e-06,0.008,-0.00799999
3.14813e-06,0.008,7.62939e-09
3.14913e-06,0.008,-0.00799999
3.15013e-06,0.008,7.62939e-09
3.15113e-06,0.008,-0.00799999
3.15213e-06,0.008,7.62939e-09
3.15313e-06,0.008,-0.00799999
3.15413e-06,0.008,7.62939e-09
3.15513e-06,0.008,-0.00799999
3.15613e-06,0.008,7.62939e-09
3.15713e-06,0.008,-0.00799999
3.15813e-06,0.008,7.62939e-09
3.15913e-06,0.008,-0.00799999
3.16013e-06,0,7.62939e-09
3.16113e-06,0.008,-0.00799999
3.16213e-06,0.008,7.62939e-09
3.16313e-06,0.008,-0.00799999
3.16413e-06,0.008,7.62939e-09
3.16513e-06,0.008,-0.00799999
3.16613e-06,0.008,-0.00799999
3.16713e-06,0.008,-0.00799999
3.16813e-06,0.008,7.62939e-09
3.16913e-06,0.008,-0.00799999
3.17013e-06,0.008,7.62939e-09
3.17113e-06,0.008,-0.00799999
3.17213e-06,0.008,7.62939e-09
3.17313e-06,0.008,-0.00799999
3.17413e-06,0.008,7.62939e-09
3.17513e-06,0.008,-0.00799999
3.17613e-06,0.008,7.62939e-09
3.17713e-06,0.008,-0.00799999
3.17813e-06,0.008,7.62939e-09
3.17913e-06,0.008,-0.00799999
3.18013e-06,0.008,7.62939e-09
3.18113e-06,0.008,-0.00799999
3.18213e-06,0.008,7.62939e-09
3.18313e-06,0.008,-0.00799999
3.18413e-06,0.008,7.62939e-09
3.18513e-06,0.008,-0.00799999
3.18613e-06,0.008,7.62939e-09
3.18713e-06,0.008,-0.00799999
3.18813e-06,0.008,7.62939e-09
3.18913e-06,0.008,-0.00799999
3.19013e-06,0.008,7.62939e-09
3.19113e-06,0.008,-0.016
3.19213e-06,0.008,7.62939e-09
3.19313e-06,0.008,-0.00799999
3.19413e-06,0.008,7.62939e-09
3.19513e-06,0.008,-0.00799999
3.19613e-06,0.008,7.62939e-09
3.19713e-06,0.008,-0.00799999
3.19813e-06,0.008,7.62939e-09
3.19913e-06,0.008,-0.00799999
3.20013e-06,0.008,7.62939e-09
3.20113e-06,0.008,-0.00799999
3.20213e-06,0.008,7.62939e-09
3.20313e-06,0.008,-0.00799999
3.20413e-06,0.016,7.62939e-09
3.20513e-06,0.008,-0.00799999
3.20613e-06,0.008,7.62939e-09
3.20713e-06,0.008,-0.00799999
3.20813e-06,0.008,7.62939e-09
3.20913e-06,0.008,-0.00799999
3.21013e-06,0.008,7.62939e-09
3.21113e-06,0,-0.00799999
3.21213e-06,0.008,7.62939e-09
3.21313e-06,0.008,-0.00799999
3.21413e-06,0.008,7.62939e-09
3.21513e-06,0.008,-0.00799999
3.21613e-06,0.008,7.62939e-09
3.21713e-06,0.008,-0.00799999
3.21813e-06,0.008,7.62939e-09
3.21913e-06,0.008,-0.00799999
3.22013e-06,0.008,7.62939e-09
3.22113e-06,0.008,-0.00799999
3.22213e-06,0.008,7.62939e-09
3.22313e-06,0.008,-0.00799999
3.22413e-06,0.008,7.62939e-09
3.22513e-06,0.008,-0.00799999
3.22613e-06,0.008,7.62939e-09
3.22713e-06,0.008,-0.00799999
3.22813e-06,0.008,7.62939e-09
3.22913e-06,0.008,-0.00799999
3.23013e-06,0.008,7.62939e-09
3.23113e-06,0.008,-0.00799999
3.23213e-06,0.008,7.62939e-09
3.23313e-06,0.008,-0.00799999
3.23413e-06,0.008,7.62939e-09
3.23513e-06,0.008,-0.00799999
3.23613e-06,0.008,7.62939e-09
3.23713e-06,0.008,-0.00799999
3.23813e-06,0.008,7.62939e-09
3.23913e-06,0.008,-0.00799999
3.24013e-06,0.008,7.62939e-09
3.24113e-06,0.008,-0.00799999
3.24213e-06,0.008,7.62939e-09
3.24313e-06,0.008,-0.00799999
3.24413e-06,0.008,7.62939e-09
3.24513e-06,0.008,-0.00799999
3.24613e-06,0.008,7.62939e-09
3.24713e-06,0.008,-0.00799999
3.24813e-06,0.008,7.62939e-09
3.24913e-06,0,-0.00799999
3.25013e-06,0,7.62939e-09
3.25113e-06,0.008,-0.00799999
3.25213e-06,0.008,7.62939e-09
3.25313e-06,0.008,-0.00799999
3.25413e-06,0.008,7.62939e-09
3.25513e-06,0.008,-0.00799999
3.25613e-06,0.008,7.62939e-09
3.25713e-06,0.008,-0.00799999
3.25813e-06,0.008,7.62939e-09
3.25913e-06,0.008,-0.00799999
3.26013e-06,0.008,7.62939e-09
3.26113e-06,0.008,-0.00799999
3.26213e-06,0.008,7.62939e-09
3.26313e-06,0.008,-0.00799999
3.26413e-06,0.008,7.62939e-09
3.26513e-06,0,-0.00799999
3.26613e-06,0.008,7.62939e-09
3.26713e-06,0.008,-0.00799999
3.26813e-06,0.008,7.62939e-09
3.26913e-06,0.008,-0.00799999
3.27013e-06,0.008,7.62939e-09
3.27113e-06,0.008,-0.00799999
3.27213e-06,0.008,7.62939e-09
3.27313e-06,0.008,-0.00799999
3.27413e-06,0,7.62939e-09
3.27513e-06,0,-0.00799999
3.27613e-06,0.008,7.62939e-09
3.27713e-06,0.008,-0.00799999
3.27813e-06,0.008,7.62939e-09
3.27913e-06,0.008,-0.00799999
3.28013e-06,0.008,7.62939e-09
3.28113e-06,0.008,-0.00799999
3.28213e-06,0.008,7.62939e-09
3.28313e-06,0,-0.00799999
3.28413e-06,0.008,7.62939e-09
3.28513e-06,0.008,-0.00799999
3.28613e-06,0.008,7.62939e-09
3.28713e-06,0.008,-0.00799999
3.28813e-06,0.008,7.62939e-09
3.28913e-06,0.008,-0.00799999
3.29013e-06,0,7.62939e-09
3.29113e-06,0.008,-0.00799999
3.29213e-06,0.008,7.62939e-09
3.29313e-06,0.008,-0.00799999
3.29413e-06,0.008,7.62939e-09
3.29513e-06,0.008,-0.00799999
3.29613e-06,0.008,7.62939e-09
3.29713e-06,0.008,-0.00799999
3.29813e-06,0.008,7.62939e-09
3.29913e-06,0.008,-0.00799999
3.30013e-06,0.008,7.62939e-09
3.30113e-06,0.008,-0.00799999
3.30213e-06,0.008,7.62939e-09
3.30313e-06,0.008,-0.00799999
3.30413e-06,0.008,7.62939e-09
3.30513e-06,0.008,-0.00799999
3.30613e-06,0.008,7.62939e-09
3.30713e-06,0.008,-0.00799999
3.30813e-06,0.008,7.62939e-09
3.30913e-06,0.008,-0.00799999
3.31013e-06,0.008,7.62939e-09
3.31113e-06,0.008,-0.016
3.31213e-06,0.008,-0.00799999
3.31313e-06,0.008,-0.00799999
3.31413e-06,0.008,7.62939e-09
3.31513e-06,0.008,-0.00799999
3.31613e-06,0.008,7.62939e-09
3.31713e-06,0.008,-0.00799999
3.31813e-06,0.008,7.62939e-09
3.31913e-06,0.008,-0.00799999
3.32013e-06,0.008,7.62939e-09
3.32113e-06,0.008,-0.00799999
3.32213e-06,0.008,7.62939e-09
3.32313e-06,0.008,-0.00799999
3.32413e-06,0.008,7.62939e-09
3.32513e-06,0.008,-0.00799999
3.32613e-06,0.008,7.62939e-09
3.32713e-06,0.008,-0.00799999
3.32813e-06,0.008,7.62939e-09
3.32913e-06,0.008,-0.00799999
3.33013e-06,0.008,7.62939e-09
3.33113e-06,0.008,-0.00799999
3.33213e-06,0.008,7.62939e-09
3.33313e-06,0.008,-0.00799999
3.33413e-06,0.008,7.62939e-09
3.33513e-06,0.008,-0.00799999
3.33613e-06,0.008,7.62939e-09
3.33713e-06,0.008,-0.00799999
3.33813e-06,0.008,7.62939e-09
3.33913e-06,0.008,-0.00799999
3.34013e-06,0.008,7.62939e-09
3.34113e-06,0.008,-0.00799999
3.34213e-06,0.008,7.62939e-09
3.34313e-06,0.008,-0.00799999
3.34413e-06,0.008,7.62939e-09
3.34513e-06,0.008,-0.00799999
3.34613e-06,0.008,7.62939e-09
3.34713e-06,0.008,-0.00799999
3.34813e-06,0.008,7.62939e-09
3.34913e-06,0.008,-0.00799999
3.35013e-06,0.008,7.62939e-09
3.35113e-06,0.008,-0.00799999
3.35213e-06,0.008,7.62939e-09
3.35313e-06,0.008,-0.00799999
3.35413e-06,0.008,7.62939e-09
3.35513e-06,0.008,-0.00799999
3.35613e-06,0.008,7.62939e-09
3.35713e-06,0.008,-0.00799999
3.35813e-06,0.008,7.62939e-09
3.35913e-06,0.008,-0.00799999
3.36013e-06,0.008,7.62939e-09
3.36113e-06,0.008,-0.00799999
3.36213e-06,0.008,7.62939e-09
3.36313e-06,0.008,-0.00799999
3.36413e-06,0.008,7.62939e-09
3.36513e-06,0.008,-0.00799999
3.36613e-06,0.008,7.62939e-09
3.36713e-06,0.008,-0.00799999
3.36813e-06,0.008,7.62939e-09
3.36913e-06,0.008,-0.00799999
3.37013e-06,0.008,7.62939e-09
3.37113e-06,0.008,-0.00799999
3.37213e-06,0.008,7.62939e-09
3.37313e-06,0.008,-0.00799999
3.37413e-06,0.008,7.62939e-09
3.37513e-06,0.008,-0.00799999
3.37613e-06,0.008,7.62939e-09
3.37713e-06,0.008,-0.00799999
3.37813e-06,0.008,7.62939e-09
3.37913e-06,0.008,-0.00799999
3.38013e-06,0.008,7.62939e-09
3.38113e-06,0.008,-0.00799999
3.38213e-06,0.008,7.62939e-09
3.38313e-06,0.008,-0.00799999
3.38413e-06,0.008,7.62939e-09
3.38513e-06,0.008,-0.00799999
3.38613e-06,0.008,7.62939e-09
3.38713e-06,0.008,-0.00799999
3.38813e-06,0.008,7.62939e-09
3.38913e-06,0.008,-0.00799999
3.39013e-06,0.008,7.62939e-09
3.39113e-06,0.008,-0.00799999
3.39213e-06,0.008,7.62939e-09
3.39313e-06,0.008,-0.00799999
3.39413e-06,0.008,7.62939e-09
3.39513e-06,0.008,-0.00799999
3.39613e-06,0.008,7.62939e-09
3.39713e-06,0.008,-0.00799999
3.39813e-06,0.008,7.62939e-09
3.39913e-06,0.008,-0.00799999
3.40013e-06,0.008,7.62939e-09
3.40113e-06,0.008,-0.00799999
3.40213e-06,0.008,7.62939e-09
3.40313e-06,0.008,-0.00799999
3.40413e-06,0.008,7.62939e-09
3.40513e-06,0.008,-0.00799999
3.40613e-06,0.008,7.62939e-09
3.40713e-06,0,-0.00799999
3.40813e-06,0.008,7.62939e-09
3.40913e-06,0.008,-0.00799999
3.41013e-06,0.008,7.62939e-09
3.41113e-06,0.008,-0.00799999
3.41213e-06,0.008,-0.00799999
3.41313e-06,0.008,-0.00799999
3.41413e-06,0.008,7.62939e-09
3.41513e-06,0.008,-0.00799999
3.41613e-06,0.008,7.62939e-09
3.41713e-06,0.008,-0.00799999
3.41813e-06,0.008,7.62939e-09
3.41913e-06,0.008,-0.00799999
3.42013e-06,0.008,7.62939e-09
3.42113e-06,0.008,-0.00799999
3.42213e-06,0.008,7.62939e-09
3.42313e-06,0.008,-0.00799999
3.42413e-06,0.008,7.62939e-09
3.42513e-06,0.008,-0.00799999
3.42613e-06,0.008,7.62939e-09
3.42713e-06,0.008,-0.00799999
3.42813e-06,0.008,7.62939e-09
3.42913e-06,0.008,-0.00799999
3.43013e-06,0.008,7.62939e-09
3.43113e-06,0.008,-0.00799999
3.43213e-06,0.008,7.62939e-09
3.43313e-06,0.008,-0.00799999
3.43413e-06,0.008,7.62939e-09
3.43513e-06,0.008,-0.00799999
3.43613e-06,0.008,7.62939e-09
3.43713e-06,0.008,-0.00799999
3.43813e-06,0.008,7.62939e-09
3.43913e-06,0.008,-0.00799999
3.44013e-06,0.008,7.62939e-09
3.44113e-06,0.008,-0.00799999
3.44213e-06,0.008,7.62939e-09
3.44313e-06,0.008,-0.00799999
3.44413e-06,0,7.62939e-09
3.44513e-06,0.008,-0.00799999
3.44613e-06,0.008,7.62939e-09
3.44713e-06,0.008,-0.00799999
3.44813e-06,0.008,7.62939e-09
3.44913e-06,0.008,-0.00799999
3.45013e-06,0.008,7.62939e-09
3.45113e-06,0.008,-0.00799999
3.45213e-06,0.008,7.62939e-09
3.45313e-06,0.008,-0.00799999
3.45413e-06,0.008,-0.00799999
3.45513e-06,0.008,-0.016
3.45613e-06,0.008,-0.00799999
3.45713e-06,0.008,-0.00799999
3.45813e-06,0.008,7.62939e-09
3.45913e-06,0.008,-0.00799999
3.46013e-06,0.008,7.62939e-09
3.46113e-06,0.008,-0.00799999
3.46213e-06,0.008,7.62939e-09
3.46313e-06,0.008,-0.00799999
3.46413e-06,0.008,7.62939e-09
3.46513e-06,0,-0.00799999
3.46613e-06,0.008,7.62939e-09
3.46713e-06,0.008,-0.00799999
3.46813e-06,0.008,7.62939e-09
3.46913e-06,0.008,-0.00799999
3.47013e-06,0.008,7.62939e-09
3.47113e-06,0.008,-0.00799999
3.47213e-06,0.008,7.62939e-09
3.47313e-06,0.008,-0.00799999
3.47413e-06,0.008,7.62939e-09
3.47513e-06,0.008,-0.00799999
3.47613e-06,0.008,7.62939e-09
3.47713e-06,0.008,-0.00799999
3.47813e-06,0.008,7.62939e-09
3.47913e-06,0.008,-0.00799999
3.48013e-06,0.008,7.62939e-09
3.48113e-06,0,-0.00799999
3.48213e-06,0.008,7.62939e-09
3.48313e-06,0,-0.00799999
3.48413e-06,0.008,7.62939e-09
